"Dataset_ID"	"Original.chronology_Compared"	"Original.chronology_VS._Newly.chronology"	"Reason"	"LegacyAge 1.0_Source"
1133	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1135	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1136	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1137	"Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
1138	"PalEON-STEPPS"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All datings are lead-210, our bacon model is not suitable for modelling other dating methods well"	"Neotoma_PalEON-STEPPS"
1139	"Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating point better"	"AWI"
1141	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1142	"Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the second dating point better"	"AWI"
1144	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1147	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1148	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1149	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1152	"NAPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
1153	"Four: Blois et al. 2011, Neotoma 1, PalEON-STEPPS and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma 1' catch up the Biostratigraphic dating same as other models, also extract the reservoir effect, our model fail to fit it, publication unavailable"	"Neotoma_Neotoma 1"
1154	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1155	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
1156	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1157	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1158	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1160	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1161	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1162	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1171	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1254	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1255	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1390	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1391	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1393	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1397	"Two: COHMAP chron 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better and more reliable after 270 cm"	"AWI"
1432	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1433	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1434	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include one more 14C dating estimated from author's comment, publication unavailable"	"AWI"
1435	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
1437	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1438	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
1439	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"the publication doesn't present a change in accumulation rate"	"AWI"
1440	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1441	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1442	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1443	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1444	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1445	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1447	"PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
1448	"PalEON-STEPPS"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
1450	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1451	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1513	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1515	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1520	"Three: PalEON-STEPPS, Neotoma 1 and Neotoma 2"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as extracted the reservoir effect"	"AWI"
1522	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's included more datings from publication"	"AWI"
1523	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings at low depth from publication"	"AWI"
1524	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1541	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1542	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1543	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1545	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1546	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1547	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1549	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1551	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1553	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1559	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1562	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1563	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1564	"Two: PalEON-STEPPS and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better"	"AWI"
1566	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1568	"Two: NAPD 2 and Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
1569	"Wang et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last several datings better"	"AWI"
1571	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1572	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1574	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1577	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch the core basal age from publication better"	"AWI"
1578	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1579	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1580	"PalEON-STEPPS"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last three datings better"	"AWI"
1581	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1582	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1587	"Two: Wang et al. 2019 and NAPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"All of them ok and AWI's priority"	"AWI"
1590	"Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
1591	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1592	"NAPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
1594	"NAPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
1595	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1598	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1599	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1601	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1603	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1604	"NAPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
1606	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1607	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1610	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1611	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1615	"Two: Wang et al. 2019 and COHMAP chron 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating point better and more reliable"	"AWI"
1617	"NAPD 2"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all the last three datings better, also keep consistent with publication"	"AWI"
1621	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1622	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1623	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1626	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1627	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1628	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1630	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1631	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1632	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1633	"Two: LAPD 1 and LAPD 2"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's extract the reservoir effect and catch up the last dating point better"	"AWI"
1635	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1637	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1639	"Four: PalEON-STEPPS, Blois et al. 2011, Neotoma 1 and Wang et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as extracted the reservoir effect"	"AWI"
1642	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
1646	"Two: LAPD 1 and LAPD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
