TaxonName,Harmonisation
Anemone sect. Anemone,Ranunculaceae
Anemone sect. Hepatica,Ranunculaceae
Anemone sect. Hepatica-type,Ranunculaceae
Anemone sect. Pulsatilla,Ranunculaceae
Anemone sect. Pulsatilla-type,Ranunculaceae
Anemone sp.,Ranunculaceae
Anemone subg. Anemone,Ranunculaceae
Anemone subg. Anemone-type,Ranunculaceae
Anemone subg. Anemonidium,Ranunculaceae
Anemone sylvestris,Ranunculaceae
Anemone tuberosa,Ranunculaceae
Anemone undiff.,Ranunculaceae
Anemone/Hepatica,Ranunculaceae
Anemone/Pulsatilla,Ranunculaceae
Anemone/Pulsatilla-type,Ranunculaceae
Anemone-type,Ranunculaceae
Anemopaegma,Anemopaegma
Anemopaegma-type,Anemopaegma
Anemopsis,Delete
Anemopsis californica,Delete
Anethum,Apiaceae
Anethum graveolens,Apiaceae
Anethum-type,Apiaceae
Aneulophus,Aneulophus
Angelica,Apiaceae
Angelica archangelica,Apiaceae
Angelica archangelica-type,Apiaceae
Angelica palustris,Apiaceae
Angelica palustris-type,Apiaceae
Angelica pyrenaea,Apiaceae
Angelica sylvestris,Apiaceae
Angelica sylvestris-type,Apiaceae
Angelica-type,Apiaceae
Angelonia,Plantaginaceae
Angiopteridaceae,Delete
Angiopteris,Delete
Angiospermae,Delete
"Angiospermae (di- or tricolporate, striate, 25-30 µm)",Delete
Angiospermae (periporate),Delete
"Angiospermae (periporate, Mauritius type 162, de Boer)",Delete
"Angiospermae (periporate, Mauritius type 179, de Boer)",Delete
Angiospermae undiff.,Delete
Angiospermae undiff. (hardwood trees),Delete
Angiospermae undiff. (herbs),Delete
Angiospermae undiff. (upland herbs),Delete
Angophora,Angophora
Angophora-type,Angophora
Anguillaria-type,Colchicaceae
Angylocalyceae,Fabaceae
Animalia,Delete
Animalia undiff.,Delete
"Animalia? (type 175, HdV)",Delete
Aningeria,Pouteria
Aniseia,Convolvulaceae
Aniseia-type,Convolvulaceae
Anisosciadium,Apiaceae
Anisosciadium-type,Apiaceae
Anisotes,Acanthaceae
Annona,Annona
Annona sp.,Annona
Annonaceae,Annonaceae
Annonaceae undiff.,Annonaceae
Annona-type,Annona
Anodopetalum,Anodopetalum
Anogeissus,Anogeissus
Anogramma,Delete
Anogramma leptophylla,Delete
Anomospermum,Menispermaceae
Anopterus,Anopterus
Anopterus glandulosus,Anopterus
Anopyxis,Anopyxis
Anopyxis klaineana,Anopyxis
Anopyxis-type,Anopyxis
Antennaria,Asteraceae
Antennaria dioica,Asteraceae
Antennaria villifera,Asteraceae
Antennaria-type,Asteraceae
Anthemideae,Asteraceae
Anthemis,Asteraceae
Anthemis (small),Asteraceae
Anthemis arvensis-type,Asteraceae
Anthemis type,Asteraceae
Anthemis/Aster/Cirsium/Serratula,Asteraceae
Anthemis/Aster/Cirsium/Serratula-type,Asteraceae
Anthemis/Aster-type,Asteraceae
Anthemis-Typ,Asteraceae
Anthemis-type,Asteraceae
Anthemis-type (small),Asteraceae
Anthemis-type|clump|pollen|NISP,Asteraceae
Anthemis-type|NA|pollen|NISP,Asteraceae
Anthericum,Asparagaceae
Anthericum cf. A. liliago,Asparagaceae
Anthericum liliago,Asparagaceae
Anthericum ramosum,Asparagaceae
Anthericum-type,Asparagaceae
Anthillis,Fabaceae
Anthoceros,Delete
Anthoceros (echinate),Delete
Anthoceros (psilate),Delete
Anthoceros (type I),Delete
Anthoceros (type II),Delete
Anthoceros (verrucate),Delete
Anthoceros laevis,Delete
Anthoceros laevis-type,Delete
Anthoceros punctatus,Delete
Anthoceros punctatus-type,Delete
Anthoceros/Hymenophyllum/Selaginella-type,Delete
Anthocerotaceae,Delete
Anthocerotales (type 1),Delete
Anthocerotales (type 2),Delete
Anthocerotales (type 3),Delete
Anthocleista,Anthocleista
Anthocleista grandiflora,Anthocleista
Anthocleista/Randia,Anthocleista
Anthocleista-type,Anthocleista
Anthodiscus,Anthodiscus
Anthodon,Celastraceae
Anthonotha,Fabaceae
Anthonotha-type,Fabaceae
Anthospermeae,Rubiaceae
Anthospermum,Rubiaceae
Anthospermum asperuloides,Rubiaceae
Anthospermum asperuloides-type,Rubiaceae
Anthospermum hispidulum,Rubiaceae
Anthospermum hispidulum-type,Rubiaceae
Anthospermum-type,Rubiaceae
Anthostema,Anthostema
Anthostema senegalense,Anthostema
Anthostema-type,Anthostema
Anthostomella,Delete
"Anthostomella cf. A. fuegiana (type 4, HdV)",Delete
Anthostomella fuegiana,Delete
Anthoxanthum,Poaceae
Anthriscus,Apiaceae
Anthriscus caucalis,Apiaceae
Anthriscus caucalis-type,Apiaceae
Anthriscus cerefolium,Apiaceae
Anthriscus nitida/sylvestris,Apiaceae
Anthriscus nitidus,Apiaceae
Anthriscus sylvestris,Apiaceae
Anthriscus sylvestris-type,Apiaceae
Anthriscus-type,Apiaceae
Anthurium,Araceae
Anthurium (type 1),Araceae
Anthurium (type 2),Araceae
Anthurium brownii-type,Araceae
Anthurium cf. A. pentaphyllum,Araceae
Anthurium schlechtendalii ssp. schlectendalii-type,Araceae
Anthurium tetragonum-type,Araceae
Anthyllis,Fabaceae
Anthyllis vulneraria,Fabaceae
Anthyllis/Lychnis,Fabaceae
Anthyllis-type,Fabaceae
Antiaris,Antiaris
Antiaris toxicaria,Antiaris
Antiaris-type,Antiaris
Antiaris-type (A. toxicaria),Antiaris
Anticharis,Scrophulariaceae
Antidaphne,Santalaceae
Antidaphne-type,Santalaceae
Antidesma,Antidesma
Antidesma venosum,Antidesma
Antidesma/Thecacoris,Antidesma
Antidesmatoideae,Phyllanthaceae
Antidesma-type,Antidesma
Antigonon,Polygonaceae
Antirhea,Antirhea
Antirhea/Potamogeton-type,Delete
Antirrhinum,Plantaginaceae
Antirrhinum nuttallianum,Plantaginaceae
Antirrhinum/Linaria,Plantaginaceae
Antirrhoea,Rubiaceae
Antrocaryon,Antrocaryon
Antrocaryon klaineanum,Antrocaryon
Antrocaryon-type,Antrocaryon
Antrocaryon-type (A. klaineanum),Antrocaryon
Antrophyum,Delete
Anuraeopsis fissa,Delete
Apaiceae,Apiaceae
Apeiba,Apeiba
Apeiba-type,Apeiba
Aphanamixis,Aphanamixis
Aphanamixis-type,Aphanamixis
Aphananthe,Aphananthe
Aphanes,Rosaceae
Aphanes arvensis,Rosaceae
Aphanes arvensis-type,Rosaceae
Aphanes-type,Rosaceae
Aphania,Lepisanthes
Aphania senegalensis,Lepisanthes
Aphania-type (A. senegalensis),Lepisanthes
Aphanizomenon,Delete
Aphelandra,Acanthaceae
Aphloia,Aphloia
Aphloia theiformis,Aphloia
Aphloia theiformis-type,Aphloia
Aphloiaceae,Aphloiaceae
Apiacea,Apiaceae
Apiaceae,Apiaceae
Apiaceae (apiculate),Apiaceae
Apiaceae (Bupleurum-Typ),Apiaceae
Apiaceae (coarse reticulate),Apiaceae
Apiaceae (large),Apiaceae
Apiaceae (medium),Apiaceae
"Apiaceae (medium, slender)",Apiaceae
Apiaceae (small),Apiaceae
Apiaceae (type 1),Apiaceae
Apiaceae (type 2),Apiaceae
Apiaceae (type 3),Apiaceae
"Apiaceae (type 555, Kuhry 1988)",Apiaceae
Apiaceae (type 7A),Apiaceae
Apiaceae (type I),Apiaceae
Apiaceae (type II),Apiaceae
Apiaceae (type III),Apiaceae
Apiaceae (type P18),Apiaceae
Apiaceae cf. Anethum,Apiaceae
Apiaceae cf. Apium,Apiaceae
Apiaceae cf. Berula erecta,Apiaceae
Apiaceae cf. Bunium rectangulum,Apiaceae
Apiaceae cf. Caucalis,Apiaceae
Apiaceae cf. Falcaria,Apiaceae
Apiaceae cf. Heracleum sphondylium,Apiaceae
Apiaceae cf. Levisticum,Apiaceae
Apiaceae cf. Ligusticum,Apiaceae
Apiaceae cf. Sium suave,Apiaceae
Apiaceae cf. Smyrniopsis,Apiaceae
Apiaceae incertae sedis,Apiaceae
Apiaceae p.p.,Apiaceae
Apiaceae undiff.,Apiaceae
Apiaceae undiff.|clump|pollen|NISP,Apiaceae
Apiaceae undiff.|NA|pollen|NISP,Apiaceae
Apiaceae/Bignoniaceae,Apiaceae
Apiaceae-type,Apiaceae
Apiales,Apiales
Apiculatisporis sp.,Delete
Apioideae-type,Apiaceae
Apium,Apiaceae
Apium graveolens,Apiaceae
Apium inundatum,Apiaceae
Apium inundatum/Trinia glauca-type,Apiaceae
Apium inundatum-type,Apiaceae
Apium nodiflorum,Apiaceae
Apium prostratum,Apiaceae
Apium-type,Apiaceae
Apocynaceae,Apocynaceae
Apocynaceae (triporate),Apocynaceae
Apocynaceae aff. Secondatia,Apocynaceae
Apocynaceae undiff.,Apocynaceae
Apocynaceae-type,Apocynaceae
Apocynaceae-type (tetraporate),Apocynaceae
Apocynaceae-type undiff.,Apocynaceae
Apocynam,Apocynaceae
Apocyneae,Apocynaceae
Apocynum,Apocynaceae
Apodasmia,Restionaceae
Apodytes,Apodytes
Apodytes dimidiata,Apodytes
Aponogeton,Delete
Apoplanesia,Fabaceae
Aporosa,Aporosa
Aporrhiza,Sapindaceae
Apteodinium australiense,Delete
Apuleia,Fabaceae
Apuleia leiocarpa,Fabaceae
Apuleia-type,Fabaceae
aquatic,Delete
Aquatic,Delete
aquatic herbs,Delete
Aquatic plants,Delete
Aquatic pollen,Delete
Aquatics,Delete
Aquifoliaceae,Aquifoliaceae
Aquifoliaceae undiff.,Aquifoliaceae
Aquifoliales,Aquifoliales
Aquilapollenites,Delete
Aquilegia,Ranunculaceae
Aquilegia undiff.,Ranunculaceae
Aquilegia-type,Ranunculaceae
Aqulegia,Ranunculaceae
Arabidopsis,Brassicaceae
Arabidopsis-type,Brassicaceae
Arabis,Brassicaceae
Arabis sp.,Brassicaceae
Arabis-type,Brassicaceae
Araceae,Araceae
Araceae (sulcate),Araceae
Araceae (type I),Araceae
Araceae (type II),Araceae
Araceae cf. Anthurium-type,Araceae
Araceae cf. Calla,Araceae
Araceae incertae sedis,Araceae
Araceae undiff.,Araceae
Araceae|anther|NISP,Delete
Araceae|pollen|NISP,Araceae
Araceae-type,Araceae
Aragoa,Plantaginaceae
Araiostegia,Delete
Aralia,Araliaceae
Aralia (type 1),Araliaceae
Aralia hispida,Araliaceae
Araliaceae,Araliaceae
Araliaceae (type 1),Araliaceae
Araliaceae (type 2),Araliaceae
Araliaceae cf. Didymopanax,Didymopanax
Araliaceae cf. Oreopanax,Oreopanax
Araliaceae undiff.,Araliaceae
Araliaceae-type,Araliaceae
Araneae,Delete
"Araneidae (type 71A, HdV)",Delete
"Araneidae (type 71B, HdV)",Delete
Araucaria,Araucaria
Araucaria angustifolia,Araucaria
Araucariaceae,Araucariaceae
Araucariacites,Araucariaceae
Araucariacites australis,Araucariaceae
Araucariacites sp.,Araucariaceae
Arborealpollen,Delete
Arbutus,Arbutus
Arbutus unedo,Arbutus
Arcella,Delete
Arcella arenaria,Delete
Arcella artocrea,Delete
Arcella catinus,Delete
Arcella cf. A. megastoma,Delete
Arcella discoides,Delete
Arcella gibbosa,Delete
Arcella sp.,Delete
Arcella-type,Delete
Arceuthobium,Santalaceae
Arceuthobium americanum,Santalaceae
Arceuthobium divaricatum,Santalaceae
Arceuthobium oxycedri,Santalaceae
Arceuthobium pusillum,Santalaceae
Arceuthobium/Loranthaceae,Santalaceae
Archerella flavum,Delete
"Archerella flavum (type 31A, HdV)",Delete
Archerella flavum-type,Delete
Archidendron,Archidendron
Archontophoenix,Archontophoenix
Arctium,Asteraceae
Arctium cf. A. minus,Asteraceae
Arctium lappa,Asteraceae
Arctium lappa-type,Asteraceae
Arctium/Jurinea,Asteraceae
Arctium-type,Asteraceae
Arctostaphylos,Arctostaphylos
Arctostaphylos alpina,Arctostaphylos
Arctostaphylos alpina/A. rubra,Arctostaphylos
Arctostaphylos alpinus,Arctostaphylos
Arctostaphylos sp.,Arctostaphylos
Arctostaphylos undiff.,Arctostaphylos
Arctostaphylos uva-ursi,Arctostaphylos
Arctostaphylos uva-ursi-type,Arctostaphylos
Arctotideae,Asteraceae
Arctotis,Asteraceae
Arctotis-type,Asteraceae
Arctous,Ericales
Arctous alpina,Ericales
Arctous alpina/A. rubra,Ericales
Arcytophyllum,Rubiaceae
Arcytophyllum thymifolium,Rubiaceae
Ardisia,Ardisia
Area slide examined,Delete
Areca,Areca
Areca chaiana,Areca
Areca chaiana-type,Areca
Arecaceae,Arecaceae
Arecaceae (echinate),Arecaceae
"Arecaceae (Mauritius type 132b, de Boer)",Arecaceae
Arecaceae (monocolpate),Arecaceae
Arecaceae (reticulate),Arecaceae
Arecaceae (triangluar),Arecaceae
Arecaceae (trichotomosulcate),Arecaceae
Arecaceae (tricolpate),Arecaceae
Arecaceae (type 1),Arecaceae
Arecaceae (type 2),Arecaceae
Arecaceae (type 5),Arecaceae
Arecaceae (type I),Arecaceae
Arecaceae (type II),Arecaceae
Arecaceae (type III),Arecaceae
Arecaceae (type IV),Arecaceae
Arecaceae (type V),Arecaceae
Arecaceae cf. Desmoncus,Arecaceae
Arecaceae cf. Euterpe,Euterpe
Arecaceae cf. Geonoma,Geonoma
Arecaceae cf. Manicaria,Manicaria
Arecaceae cf. Oenocarpus,Oenocarpus
Arecaceae cf. Phytelephas,Phytelephas
Arecaceae incertae sedis,Arecaceae
Arecaceae pro parte,Arecaceae
Arecaceae undiff.,Arecaceae
Arecaceae/Bromeliaceae,Arecaceae
Arecaceae/Palmae-type,Arecaceae
Arecaceae-type,Arecaceae
"Arecaceae-type (Mauritius type 127, de Boer)",Arecaceae
"Arecaceae-type (Mauritius type 137, de Boer)",Arecaceae
"Arecaceae-type (Mauritius type 139, de Boer)",Arecaceae
"Arecaceae-type (Mauritius type 54a, de Boer)",Arecaceae
"Arecaceae-type (Mauritius type 54b, de Boer)",Arecaceae
"Arecaceae-type (Mauritius type 54c, de Boer)",Arecaceae
"Arecaceae-type (tetrad, Mauritius type 2, de Boer)",Arecaceae
Arecaceae-type undiff.,Arecaceae
Arecales,Arecales
Arecipites perfectus,Delete
Arecipites sp.,Delete
Aremonia,Rosaceae
Aremonia-type,Rosaceae
Arenaria,Caryophyllaceae
Arenaria biflora,Caryophyllaceae
Arenaria montana,Caryophyllaceae
Arenaria serpyllifolia,Caryophyllaceae
Arenaria serpyllifolia-type,Caryophyllaceae
Arenaria/Minuartia type,Caryophyllaceae
Arenaria/Silene,Caryophyllaceae
Arenaria/Stellaria,Caryophyllaceae
Arenaria-type,Caryophyllaceae
Arenaria-type sensu lato,Caryophyllaceae
Arenga,Arenga
Arenga-type,Arenga
Argania,Argania
Argania spinosa,Argania
Argemone,Papaveraceae
Argemone sp.,Papaveraceae
Argophyllaceae,Argophyllaceae
Argophyllum,Argophyllum
Argyrodendron,Argyrodendron
Argyrodendron trifoliolatum,Argyrodendron
Argyrodendron undiff.,Argyrodendron
Argyrthamnia sp.,Euphorbiaceae
Argythamnia,Euphorbiaceae
Argythamnia lanceolata,Euphorbiaceae
Arisaema,Araceae
Aristida,Poaceae
Aristida adscensionis,Poaceae
Aristida sp.,Poaceae
Aristidoideae,Poaceae
Aristolochia,Aristolochiaceae
Aristolochia clematitis,Aristolochiaceae
Aristolochia paucinervis,Aristolochiaceae
Aristolochia paucinervis-type,Aristolochiaceae
Aristolochia watsonii,Aristolochiaceae
Aristolochiaceae,Aristolochiaceae
Aristotelia,Aristotelia
Arjona,Schoepfiaceae
Armeria,Plumbaginaceae
Armeria (type A),Plumbaginaceae
Armeria (type B),Plumbaginaceae
Armeria alliacea,Plumbaginaceae
Armeria maritima,Plumbaginaceae
Armeria maritima (type A),Plumbaginaceae
Armeria maritima (type B),Plumbaginaceae
Armeria maritima subsp. elongata,Plumbaginaceae
Armeria maritima subsp. maritima,Plumbaginaceae
Armeria maritima/Limonium vulgare,Plumbaginaceae
Armeria maritima-type,Plumbaginaceae
Armeria type,Plumbaginaceae
Armeria undiff.,Plumbaginaceae
Armeria/Limonium,Plumbaginaceae
Armeria/Limonium-type,Plumbaginaceae
Armeria-type,Plumbaginaceae
Arnebia,Boraginaceae
Arnebia-type,Boraginaceae
Arnica,Asteraceae
Arnica montana,Asteraceae
Arnica-type,Asteraceae
Arnium,Delete
"Arnium spp. (type 262, HdV)",Delete
Arnium-type,Delete
Arnoseris,Asteraceae
Aroideae,Araceae
Arrabidaea,Bignoniaceae
Arrabidaea-type,Bignoniaceae
Arrabideae (type 1),Bignoniaceae
Arrabideae (type 2),Bignoniaceae
Artemisa,Artemisia
Artemisia,Artemisia
artemisia,Artemisia
Artemisia (large),Artemisia
Artemisia (little),Artemisia
Artemisia (middle),Artemisia
Artemisia (type A),Artemisia
Artemisia (type B),Artemisia
Artemisia (type C),Artemisia
Artemisia (type D),Artemisia
Artemisia (type F),Artemisia
Artemisia afra,Artemisia
Artemisia afra-type,Artemisia
Artemisia alba,Artemisia
Artemisia alba-type,Artemisia
Artemisia anethifolia,Artemisia
Artemisia campestris,Artemisia
Artemisia campestris-type,Artemisia
Artemisia cf. A. ludoviciana,Artemisia
Artemisia cf. A. norvegica,Artemisia
Artemisia cf. A. norvegica (type 1),Artemisia
Artemisia cf. A. norvegica (type 2),Artemisia
Artemisia cf. A. tridentata,Artemisia
Artemisia desertorum + frigida,Artemisia
Artemisia frigida,Artemisia
Artemisia genipi,Artemisia
Artemisia genipi/A. mutellina,Artemisia
Artemisia genipi/A. umbelliformis,Artemisia
Artemisia gmelinii,Artemisia
Artemisia herba-alba,Artemisia
Artemisia herba-alba-type,Artemisia
Artemisia jacutica,Artemisia
Artemisia ludoviciana,Artemisia
Artemisia ludoviciana-type,Artemisia
Artemisia macrantha,Artemisia
Artemisia mutellina,Artemisia
Artemisia norvegica,Artemisia
Artemisia norvegica-type,Artemisia
Artemisia nova,Artemisia
Artemisia rupestris,Artemisia
Artemisia sacrorum,Artemisia
Artemisia sect. Filifoliae,Artemisia
Artemisia sect. Tridentatae,Artemisia
Artemisia sensu lato,Artemisia
Artemisia sensu stricto,Artemisia
Artemisia sp.,Artemisia
Artemisia spinescens,Artemisia
Artemisia subg. Tridentatae,Artemisia
Artemisia tanacetifolia,Artemisia
Artemisia tilesii,Artemisia
Artemisia tridentata,Artemisia
Artemisia tridentata-type,Artemisia
Artemisia umbelliformis,Artemisia
Artemisia undiff.,Artemisia
Artemisia vulgaris,Artemisia
Artemisia vulgaris-type,Artemisia
Artemisia(large),Artemisia
Artemisia(little),Artemisia
Artemisia(middle),Artemisia
Artemisia/Chrysothamnus,Artemisia
Artemisia/Gochnatia,Artemisia
Artemisia|clump|pollen|NISP,Artemisia
Artemisia|NA|pollen|NISP,Artemisia
Artemisia-clumps,Artemisia
Artemisia-type,Artemisia
Arthrodesmus,Delete
Arthropoda,Delete
Arthropodium,Asparagaceae
Arthropodium-type,Asparagaceae
Artmisia,Artemisia
Arum,Araceae
Arum/Acorus,Araceae
Aruncus,Rosaceae
Aruncus dioicus,Rosaceae
Aruncus/Spiraea,Rosaceae
Aruncus-type,Rosaceae
Arundinoideae,Poaceae
Arundinoideae/Panicoideae,Poaceae
Arundinoideae/Panicoideae (type 2),Poaceae
Arundinoideae/Panicoideae (type 20),Poaceae
Arundinoideae/Panicoideae (type 21),Poaceae
Arundo,Poaceae
Arytera,Arytera
Asarum,Aristolochiaceae
Asarum europaeum,Aristolochiaceae
Ascarina,Ascarina
Ascarina lucida,Ascarina
Ascaris,Delete
Ascaris lumbricoides,Delete
Asclepiadaceae,Apocynaceae
Asclepiadeae,Apocynaceae
Asclepiadoideae,Apocynaceae
Asclepias,Apocynaceae
Asclepias sp.,Apocynaceae
Ascolepis,Cyperaceae
Ascomorpha ovalis,Delete
Ascomorpha sp.,Delete
Ascomycota,Delete
"Ascomycota (type 100, OU)",Delete
"Ascomycota (type 107, OU)",Delete
"Ascomycota (type 108, OU)",Delete
"Ascomycota (type 12, Helmens & Kuhry 1986)",Delete
"Ascomycota (type 13, Helmens & Kuhry 1986)",Delete
"Ascomycota (type 259, IBB)",Delete
"Ascomycota (type 3, HdV)",Delete
"Ascomycota (type 35, OU)",Delete
"Ascomycota (type 4, Helmens & Kuhry 1986)",Delete
"Ascomycota (type 5, OU)",Delete
"Ascomycota (type B191, Melief 1985)",Delete
Ascomycota undiff.,Delete
Ascospora,Delete
Asimina,Asimina
Asparagaceae,Asparagaceae
Asparagales,Asparagales
Asparagoideae,Asparagaceae
Asparagus,Asparagaceae
Asparagus acutifolius,Asparagaceae
Asparagus officinalis,Asparagaceae
Asparagus officinalis-type,Asparagaceae
Asparagus-type,Asparagaceae
Asperagus,Asparagaceae
Asperula,Rubiaceae
Asperula/Galium,Rubiaceae
Asperula-type,Rubiaceae
Asphodelaceae,Asphodelaceae
Asphodeline,Asphodelaceae
Asphodeloideae,Asphodelaceae
Asphodelus,Asphodelaceae
Asphodelus albus,Asphodelaceae
Asphodelus albus-type,Asphodelaceae
Asphodelus fistulosus,Asphodelaceae
Asphodelus fistulosus-type,Asphodelaceae
Asphodelus luteus,Asphodelaceae
Asphodelus/Asphodeline,Asphodelaceae
Asphodelus-type,Asphodelaceae
Aspidiaceae,Delete
Aspidosperma,Aspidosperma
Aspidosperma aff. A. album,Aspidosperma
Aspidospermateae,Apocynaceae
Aspidosperma-type,Aspidosperma
Aspilia,Asteraceae
Aspiromitus punctatus,Delete
Asplanchna priodonta,Delete
Aspleniaceae,Delete
Asplenium,Delete
Asplenium (type 2),Delete
Asplenium ceterach,Delete
Asplenium comp.,Delete
Asplenium monanthes,Delete
Asplenium rhizophyllum,Delete
Asplenium ruta-muraria,Delete
Asplenium scolopendrium-type,Delete
Asplenium serra-type,Delete
Asplenium subg. Phyllitis,Delete
Asplenium trichomanes,Delete
Asplenium trichomanes-ramosum,Delete
Asplenium-type,Delete
Assulina,Delete
Assulina muscorum,Delete
Assulina seminulum,Delete
Assulina sp.,Delete
Assulina-type,Delete
Astelia,Asteliaceae
Astelia alpina,Asteliaceae
Astelia papuana,Asteliaceae
Astelia pumila,Asteliaceae
Asteliaceae,Asteliaceae
Aster,Asteraceae
aster,Asteraceae
Aster bellidiastrum,Asteraceae
Aster tripolium-type,Asteraceae
Aster type,Asteraceae
Aster. Ligulifl.,Asteraceae
Aster. Tubulifl.,Asteraceae
Aster/Achillea,Asteraceae
Aster/Achillea-type,Asteraceae
Aster/Anthemis/Cirsium/Serratula-type,Asteraceae
Aster/Anthemis-type,Asteraceae
Asteraceae,Asteraceae
Asteraceae (baculate),Asteraceae
Asteraceae (clavate),Asteraceae
Asteraceae (echinate),Asteraceae
Asteraceae (fenestrate),Asteraceae
Asteraceae (high spine),Asteraceae
Asteraceae (large),Asteraceae
Asteraceae (lophate),Asteraceae
"Asteraceae (lophate, echinate)",Asteraceae
Asteraceae (low spine),Asteraceae
Asteraceae (Matricaria-Typ),Asteraceae
Asteraceae (non-Artemisia),Asteraceae
"Asteraceae (non-lophate, echinate)",Asteraceae
Asteraceae (Saussurea-Typ),Asteraceae
Asteraceae (Senecio-Typ),Asteraceae
Asteraceae (spineless),Asteraceae
Asteraceae (type 1),Asteraceae
Asteraceae (type 1C),Asteraceae
Asteraceae (type 2),Asteraceae
"Asteraceae (type 240, Julier & Gosling)",Asteraceae
Asteraceae (type 2C),Asteraceae
Asteraceae (type 3),Asteraceae
Asteraceae (type 3C),Asteraceae
Asteraceae (type 4),Asteraceae
Asteraceae (type 4C),Asteraceae
Asteraceae (type 5),Asteraceae
Asteraceae (type 6),Asteraceae
Asteraceae (type 8),Asteraceae
Asteraceae (type 8A),Asteraceae
"Asteraceae (types 30, 135, Julier & Gosling)",Asteraceae
Asteraceae (very small),Asteraceae
Asteraceae 1,Asteraceae
Asteraceae 2,Asteraceae
Asteraceae aff. Ambrosia,Asteraceae
Asteraceae aff. Baccharis,Asteraceae
Asteraceae aff. Mutisia,Asteraceae
Asteraceae aff. Ophryosporus,Asteraceae
Asteraceae aff. Parastrephia,Asteraceae
Asteraceae aff. Senecio,Asteraceae
Asteraceae Asteroideae,Asteraceae
Asteraceae cf. Ambrosia,Asteraceae
Asteraceae cf. Carduus,Asteraceae
Asteraceae cf. Centaurea,Asteraceae
Asteraceae cf. Centaurea cyanus,Asteraceae
Asteraceae cf. Centaurea nigra-type,Asteraceae
Asteraceae cf. Cirsium,Asteraceae
Asteraceae cf. Mutisia,Asteraceae
Asteraceae cf. Perezia,Asteraceae
Asteraceae cf. Saussurea,Asteraceae
Asteraceae Cichorioideae,Asteraceae
Asteraceae incertae sedis,Asteraceae
Asteraceae indet.,Asteraceae
Asteraceae liguliflorae,Asteraceae
Asteraceae pp,Asteraceae
Asteraceae pro parte,Asteraceae
Asteraceae subf. Asteroideae,Asteraceae
Asteraceae subf. Cichorioideae,Asteraceae
Asteraceae subf. Cichrioideae,Asteraceae
Asteraceae subf. Liguliflorae,Asteraceae
Asteraceae subf. Liguliflorae-type,Asteraceae
Asteraceae subf. Tubuliflorae,Asteraceae
Asteraceae subf. Tubuliflorae-type,Asteraceae
Asteraceae subfam. Cichorioideae,Asteraceae
Asteraceae tribe Cynareae,Asteraceae
Asteraceae tribe Lactuceae,Asteraceae
Asteraceae tubuliflorae,Asteraceae
Asteraceae undif.,Asteraceae
Asteraceae undiff.,Asteraceae
Asteraceae undiff. (type 2),Asteraceae
Asteraceae-type,Asteraceae
Asterales,Asterales
Asterceae,Asteraceae
Aster-clumps,Asteraceae
Astereae,Asteraceae
Asterella,Delete
Asteroideae,Asteraceae
Asteroideae (14 µm),Asteraceae
Asteroideae (15 µm),Asteraceae
Asteroideae (19 µm),Asteraceae
Asteroideae (coarse spine),Asteraceae
Asteroideae (high spine),Asteraceae
